id,businessDate,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,totalTrades,lastTradedPrice,averageTradedPrice,symbol,securityId
1811227,2025-09-07,839.0,840.0,824.0,824.74,69008,57252441.8,839.51,1107.0,824.0,2025-09-07 14:59:59.985658000,674,825.0,829.65,NTC,307
1811433,2025-09-07,1685.0,1695.0,1660.0,1668.44,163248,274645200.3,1658.08,1842.0,722.0,2025-09-07 14:59:59.675504000,1008,1670.0,1682.38,NRIC,2881
1811661,2025-09-08,515.0,515.0,510.0,513.15,42962,21964392.8,514.87,619.0,474.1,2025-09-08 14:59:54.300879000,422,515.0,511.25,NABIL,131
1811667,2025-09-08,341.0,342.0,338.5,339.78,51679,17561190.5,341.54,505.0,333.0,2025-09-08 14:59:43.229121000,264,339.6,339.81,NICA,139
1811726,2025-09-08,1417.6,1417.6,1363.5,1370.04,105991,145782478.3,1389.86,1556.1,1136.0,2025-09-08 14:59:50.233599000,901,1375.0,1375.42,HDL,235
1811746,2025-09-08,825.0,835.0,825.0,825.52,20280,16770476.6,824.74,1107.0,824.0,2025-09-08 14:59:56.415570000,307,825.0,826.95,NTC,307
1811952,2025-09-08,1650.0,1678.0,1616.0,1631.86,187293,306857604.8,1668.44,1842.0,722.0,2025-09-08 14:59:58.649073000,1101,1634.9,1638.38,NRIC,2881
1812180,2025-09-18,502.9,502.9,471.0,483.0,16660,8052975.0,513.15,619.0,471.0,2025-09-18 12:06:07.795478000,120,483.0,483.37,NABIL,131
1812186,2025-09-18,333.0,333.0,308.7,314.0,7459,2375434.6,339.78,505.0,308.7,2025-09-18 12:06:02.804339000,48,314.0,318.47,NICA,139
1812245,2025-09-18,1342.7,1342.7,1289.9,1298.0,31517,40878592.5,1370.04,1556.1,1136.0,2025-09-18 12:06:08.814106000,252,1298.0,1297.03,HDL,235
1812265,2025-09-18,809.1,820.0,762.5,808.0,3839,3033919.7,825.52,1107.0,762.5,2025-09-18 12:06:01.097681000,63,808.0,790.29,NTC,307
1812471,2025-09-18,1599.3,1599.3,1468.7,1468.7,2922,4296724.4,1631.86,1842.0,722.0,2025-09-18 12:05:32.524186000,34,1468.7,1470.47,NRIC,2881
1812699,2025-09-21,474.0,514.0,474.0,510.18,122490,61735387.9,483.0,619.0,471.0,2025-09-21 14:59:55.511383000,1251,509.9,504.0,NABIL,131
1812705,2025-09-21,310.5,332.4,310.5,331.42,108087,35357788.5,314.0,505.0,308.7,2025-09-21 14:59:59.169493000,766,330.0,327.12,NICA,139
1812764,2025-09-21,1280.0,1380.0,1280.0,1376.98,178470,240748457.9,1298.0,1556.1,1136.0,2025-09-21 14:59:59.649951000,1775,1375.0,1348.96,HDL,235
1812784,2025-09-21,805.0,851.6,800.0,838.6,39385,32526958.2,808.0,1107.0,762.5,2025-09-21 14:59:44.196685000,648,838.0,825.87,NTC,307
1812989,2025-09-21,1439.4,1538.0,1321.9,1470.67,599089,831355910.5,1468.7,1842.0,722.0,2025-09-21 14:59:59.823078000,3567,1472.0,1387.7,NRIC,2881
1813217,2025-09-23,516.9,525.0,513.0,523.5,55373,28777561.9,510.18,619.0,471.0,2025-09-23 14:59:46.572475000,581,523.5,519.7,NABIL,131
1813223,2025-09-23,335.0,338.9,333.0,336.8,49990,16776510.5,331.42,505.0,308.7,2025-09-23 14:59:48.062608000,314,336.8,335.6,NICA,139
1813282,2025-09-23,1404.5,1404.5,1365.7,1380.1,131212,181688456.8,1376.98,1556.1,1136.0,2025-09-23 14:59:59.810733000,1076,1380.1,1384.69,HDL,235
1813302,2025-09-23,845.0,855.1,840.0,854.0,17191,14598883.6,838.6,1107.0,762.5,2025-09-23 14:58:58.561675000,277,854.0,849.22,NTC,307
1813507,2025-09-23,1490.0,1528.9,1452.0,1518.0,256583,386801837.0,1470.67,1842.0,722.0,2025-09-23 14:59:58.482446000,1552,1518.0,1507.51,NRIC,2881
1813735,2025-09-24,525.0,528.0,515.0,522.0,59254,30932259.0,523.5,619.0,471.0,2025-09-24 14:59:41.944998000,439,522.0,522.03,NABIL,131
1813741,2025-09-24,337.0,338.4,331.0,334.0,31306,10432191.2,336.8,505.0,308.7,2025-09-24 14:59:59.921289000,267,334.0,333.23,NICA,139
1813800,2025-09-24,1352.5,1400.0,1352.5,1365.0,70897,97285638.5,1380.1,1556.1,1136.0,2025-09-24 14:59:50.158286000,631,1365.0,1372.21,HDL,235
1813820,2025-09-24,865.0,865.0,848.0,849.0,11110,9454965.2,854.0,1107.0,762.5,2025-09-24 14:58:51.520541000,190,849.0,851.03,NTC,307
1814025,2025-09-24,1490.0,1520.0,1445.0,1467.0,117746,173253424.8,1518.0,1842.0,722.0,2025-09-24 14:59:59.706650000,718,1467.0,1471.42,NRIC,2881
1814253,2025-09-25,523.0,524.9,516.0,521.6,28626,14946270.3,522.0,619.0,471.0,2025-09-25 14:59:51.855193000,236,521.6,522.12,NABIL,131
1814259,2025-09-25,330.1,336.7,330.1,331.2,24603,8184953.0,334.0,505.0,308.7,2025-09-25 14:59:42.305527000,198,331.2,332.68,NICA,139
1814318,2025-09-25,1392.3,1392.3,1340.1,1363.0,40576,55439095.0,1365.0,1556.1,1136.0,2025-09-25 14:59:53.397978000,413,1363.0,1366.3,HDL,235
1814338,2025-09-25,845.1,856.9,840.5,848.2,8106,6879023.0,849.0,1107.0,762.5,2025-09-25 14:59:51.094079000,134,848.2,848.63,NTC,307
1814543,2025-09-25,1437.7,1490.0,1436.0,1462.0,211691,309034270.6,1467.0,1842.0,722.0,2025-09-25 14:59:57.201575000,833,1462.0,1459.84,NRIC,2881
1814771,2025-09-28,524.0,528.0,521.0,527.0,30997,16269472.5,521.6,619.0,471.0,2025-09-28 14:59:58.331114000,305,527.0,524.87,NABIL,131
1814777,2025-09-28,335.0,337.0,333.0,334.0,31511,10522752.9,331.2,505.0,308.7,2025-09-28 14:59:53.289717000,193,334.0,333.94,NICA,139
1814836,2025-09-28,1390.2,1390.2,1360.0,1369.0,50082,68534959.2,1363.0,1556.1,1136.0,2025-09-28 14:59:54.088232000,467,1369.0,1368.45,HDL,235
1814856,2025-09-28,852.0,855.0,848.0,852.0,6444,5477788.3,848.2,1107.0,762.5,2025-09-28 14:59:31.655240000,143,852.0,850.06,NTC,307
1815061,2025-09-28,1462.0,1487.0,1444.0,1444.0,75209,110034005.0,1462.0,1842.0,722.0,2025-09-28 14:59:58.812612000,499,1444.0,1463.04,NRIC,2881
1815289,2025-10-07,530.0,530.0,512.6,521.0,48977,25450439.7,527.0,619.0,471.0,2025-10-07 14:59:52.039002000,408,521.0,519.64,NABIL,131
1815295,2025-10-07,332.0,335.0,326.4,330.2,38679,12774584.7,334.0,505.0,308.7,2025-10-07 14:59:38.075949000,286,330.2,330.27,NICA,139
1815354,2025-10-07,1396.3,1396.3,1340.0,1349.0,72023,97234115.2,1369.0,1556.1,1136.0,2025-10-07 14:59:55.889148000,773,1349.0,1350.04,HDL,235
1815374,2025-10-07,852.0,852.0,843.0,846.0,11285,9560080.3,852.0,1107.0,762.5,2025-10-07 14:55:57.259746000,196,846.0,847.15,NTC,307
1815579,2025-10-07,1465.0,1465.0,1320.1,1320.2,141566,194506717.1,1444.0,1842.0,722.0,2025-10-07 14:59:59.362467000,1050,1320.2,1373.96,NRIC,2881
1815807,2025-10-08,523.0,523.0,505.0,514.0,78401,39999289.5,521.0,619.0,471.0,2025-10-08 14:59:26.256421000,670,514.0,510.19,NABIL,131
1815813,2025-10-08,331.5,331.5,318.0,321.0,81048,26122021.5,330.2,505.0,308.7,2025-10-08 14:59:31.808497000,455,321.0,322.3,NICA,139
1815872,2025-10-08,1375.9,1375.9,1321.0,1340.0,91435,121546240.2,1349.0,1556.1,1136.0,2025-10-08 14:59:59.807929000,836,1340.0,1329.32,HDL,235
1815892,2025-10-08,848.0,849.0,833.0,839.0,13672,11462785.4,846.0,1107.0,762.5,2025-10-08 14:59:45.373422000,187,839.0,838.41,NTC,307
1816097,2025-10-08,1345.0,1367.9,1265.1,1307.0,201198,261690897.5,1320.2,1842.0,722.0,2025-10-08 14:59:59.485318000,1309,1307.0,1300.66,NRIC,2881
1816325,2025-10-09,523.9,544.0,514.0,519.9,43284,22572450.2,514.0,619.0,471.0,2025-10-09 14:59:54.541118000,414,519.9,521.5,NABIL,131
1816331,2025-10-09,327.4,345.0,326.1,328.0,35932,11850764.0,321.0,505.0,308.7,2025-10-09 14:59:59.150754000,264,328.0,329.81,NICA,139
1816390,2025-10-09,1366.8,1394.0,1339.0,1349.8,123099,167169134.8,1340.0,1556.1,1136.0,2025-10-09 14:59:53.484570000,894,1349.8,1358.01,HDL,235
1816410,2025-10-09,853.0,872.6,839.0,847.3,13686,11633870.5,839.0,1107.0,762.5,2025-10-09 14:59:35.347287000,178,847.3,850.06,NTC,307
1816615,2025-10-09,1302.0,1437.2,1280.0,1300.0,152360,200707961.2,1307.0,1842.0,722.0,2025-10-09 14:59:58.502277000,839,1300.0,1317.33,NRIC,2881
1816843,2025-10-12,530.2,530.2,505.0,510.5,65413,33410328.4,519.9,619.0,471.0,2025-10-12 14:59:50.743257000,632,510.5,510.76,NABIL,131
1816849,2025-10-12,329.0,329.0,318.0,321.0,61096,19597769.5,328.0,505.0,308.7,2025-10-12 14:59:51.000550000,351,321.0,320.77,NICA,139
1816908,2025-10-12,1376.7,1376.7,1300.1,1310.0,131646,173269970.2,1349.8,1556.1,1136.0,2025-10-12 14:59:58.663735000,1158,1310.0,1316.18,HDL,235
1816928,2025-10-12,845.0,850.0,836.0,841.0,13058,10961756.0,847.3,1107.0,762.5,2025-10-12 14:59:57.732640000,181,841.0,839.47,NTC,307
1817133,2025-10-12,1320.0,1320.0,1174.0,1181.1,314825,380747072.6,1300.0,1842.0,722.0,2025-10-12 14:59:59.972773000,1737,1181.1,1209.39,NRIC,2881
1817361,2025-10-13,519.9,520.0,506.0,510.0,53374,27268268.7,510.5,619.0,471.0,2025-10-13 14:59:44.570546000,528,510.0,510.89,NABIL,131
1817367,2025-10-13,327.0,327.0,320.0,322.0,43486,14002986.3,321.0,505.0,308.7,2025-10-13 14:59:59.052418000,283,322.0,322.01,NICA,139
1817426,2025-10-13,1310.0,1340.0,1300.2,1335.0,63115,83353072.5,1310.0,1556.1,1136.0,2025-10-13 14:59:58.701629000,567,1335.0,1320.65,HDL,235
1817446,2025-10-13,857.0,857.0,831.0,844.1,7681,6470626.6,841.0,1107.0,762.5,2025-10-13 14:59:54.004394000,129,844.1,842.42,NTC,307
1817651,2025-10-13,1204.7,1299.2,1161.5,1299.2,212351,264770840.8,1181.1,1842.0,722.0,2025-10-13 14:59:57.062170000,1208,1299.2,1246.85,NRIC,2881
1817879,2025-10-14,518.5,518.5,510.0,510.0,31168,15920085.6,510.0,619.0,471.0,2025-10-14 14:59:58.775966000,306,510.0,510.78,NABIL,131
1817885,2025-10-14,322.0,324.5,316.0,316.7,36339,11579222.9,322.0,505.0,308.7,2025-10-14 14:59:50.315751000,262,316.7,318.64,NICA,139
1817944,2025-10-14,1330.0,1347.0,1311.1,1314.0,53937,71513270.7,1335.0,1556.1,1136.0,2025-10-14 14:59:52.197735000,442,1314.0,1325.87,HDL,235
1817964,2025-10-14,858.0,858.0,840.0,849.0,8580,7265570.7,844.1,1107.0,762.5,2025-10-14 14:59:57.957586000,119,849.0,846.8,NTC,307
1818169,2025-10-14,1320.0,1334.0,1280.1,1331.0,243537,320783716.6,1299.2,1842.0,722.0,2025-10-14 14:59:59.337640000,1141,1331.0,1317.19,NRIC,2881
1818397,2025-10-15,518.0,518.0,507.0,508.7,38107,19392773.3,510.0,619.0,471.0,2025-10-15 14:59:47.885762000,377,508.7,508.9,NABIL,131
1818403,2025-10-15,316.0,319.0,315.0,317.0,28907,9155075.2,316.7,505.0,308.7,2025-10-15 14:59:06.401043000,205,317.0,316.71,NICA,139
1818462,2025-10-15,1305.0,1339.0,1305.0,1312.0,66160,87254883.4,1314.0,1556.1,1136.0,2025-10-15 14:59:58.891416000,428,1312.0,1318.85,HDL,235
1818482,2025-10-15,850.0,855.0,842.1,844.0,20636,17477878.7,849.0,1107.0,762.5,2025-10-15 14:59:15.740809000,175,844.0,846.96,NTC,307
1818687,2025-10-15,1310.0,1350.0,1290.0,1305.0,155553,205404367.9,1331.0,1842.0,722.0,2025-10-15 14:59:57.175946000,803,1305.0,1320.48,NRIC,2881
1818915,2025-10-16,517.9,517.9,506.0,509.0,37341,18987148.5,508.7,619.0,471.0,2025-10-16 14:59:59.806644000,354,509.0,508.48,NABIL,131
1818921,2025-10-16,319.0,319.0,314.0,314.1,33027,10410928.7,317.0,505.0,308.7,2025-10-16 14:59:24.484067000,208,314.1,315.22,NICA,139
1818980,2025-10-16,1338.0,1338.0,1310.0,1310.0,71639,94253662.6,1312.0,1556.1,1136.0,2025-10-16 14:59:56.072899000,502,1310.0,1315.68,HDL,235
1819000,2025-10-16,854.9,854.9,838.0,845.8,12178,10294004.7,844.0,1107.0,762.5,2025-10-16 14:59:40.905189000,137,845.8,845.3,NTC,307
1819205,2025-10-16,1278.9,1318.0,1225.0,1250.0,102789,130462654.6,1305.0,1842.0,722.0,2025-10-16 14:59:59.201485000,701,1250.0,1269.23,NRIC,2881
1819433,2025-10-19,512.0,512.0,506.0,507.9,38379,19552540.9,509.0,607.2,471.0,2025-10-19 14:59:54.184989000,356,507.9,509.46,NABIL,131
1819439,2025-10-19,314.0,320.0,313.6,314.1,18515,5851907.9,314.1,495.0,308.7,2025-10-19 14:59:52.786792000,157,314.1,316.06,NICA,139
1819498,2025-10-19,1336.2,1360.0,1330.0,1339.0,189121,253651651.8,1310.0,1556.1,1136.0,2025-10-19 14:59:59.998104000,2062,1339.0,1341.21,HDL,235
1819518,2025-10-19,847.0,850.0,840.0,847.0,12631,10664129.4,845.8,1107.0,762.5,2025-10-19 14:59:48.259983000,125,847.0,844.28,NTC,307
1819723,2025-10-19,1228.0,1301.0,1228.0,1281.0,219078,281094365.5,1250.0,1842.0,722.0,2025-10-19 14:59:58.905162000,618,1281.0,1283.08,NRIC,2881
1819951,2025-10-26,508.0,508.0,503.0,505.3,32708,16536001.6,507.9,599.0,471.0,2025-10-26 14:59:58.476013000,386,505.3,505.56,NABIL,131
1819957,2025-10-26,312.1,316.0,312.0,316.0,25544,8010771.8,314.1,464.1,308.7,2025-10-26 14:59:59.735841000,176,316.0,313.61,NICA,139
1820016,2025-10-26,1360.0,1360.0,1337.0,1347.0,69533,93548733.7,1339.0,1556.1,1136.0,2025-10-26 14:59:56.042603000,939,1347.0,1345.39,HDL,235
1820036,2025-10-26,855.0,855.0,845.0,845.1,14977,12688534.4,847.0,1107.0,762.5,2025-10-26 14:59:50.074366000,147,845.1,847.2,NTC,307
1820241,2025-10-26,1288.0,1377.0,1260.6,1372.0,242275,324961936.0,1281.0,1842.0,722.0,2025-10-26 14:59:59.044976000,815,1372.0,1341.29,NRIC,2881
1820469,2025-10-28,505.3,510.0,505.0,509.0,49884,25341556.5,505.3,595.0,471.0,2025-10-28 14:59:59.848725000,400,509.0,508.01,NABIL,131
1820475,2025-10-28,316.0,327.0,316.0,324.0,39389,12720536.9,316.0,464.1,308.7,2025-10-28 14:59:59.337177000,238,324.0,322.95,NICA,139
1820534,2025-10-28,1359.9,1394.0,1355.0,1388.0,90202,124654183.7,1347.0,1556.1,1136.0,2025-10-28 14:59:59.055926000,985,1388.0,1381.94,HDL,235
1820554,2025-10-28,853.7,865.0,847.4,858.0,14118,12086527.3,845.1,1107.0,762.5,2025-10-28 14:59:52.914813000,179,858.0,856.11,NTC,307
1820759,2025-10-28,1389.0,1418.9,1346.0,1398.0,110592,154707216.9,1372.0,1842.0,722.0,2025-10-28 14:59:59.960750000,886,1398.0,1398.9,NRIC,2881
1820987,2025-10-29,509.0,516.3,507.0,507.0,51578,26340988.3,509.0,583.0,471.0,2025-10-29 14:59:47.069239000,366,507.0,510.7,NABIL,131
1820993,2025-10-29,329.7,329.7,317.1,319.0,41189,13195625.3,324.0,464.1,308.7,2025-10-29 14:59:53.203535000,266,319.0,320.37,NICA,139
1821052,2025-10-29,1415.7,1415.7,1370.0,1375.5,81716,113203915.5,1388.0,1556.1,1136.0,2025-10-29 14:59:54.662808000,924,1375.5,1385.33,HDL,235
1821072,2025-10-29,859.0,866.0,855.0,856.0,12479,10748711.6,858.0,1107.0,762.5,2025-10-29 14:59:17.984456000,189,856.0,861.34,NTC,307
1821277,2025-10-29,1370.1,1420.0,1345.0,1369.0,117147,161596521.1,1398.0,1842.0,722.0,2025-10-29 14:59:58.233156000,806,1369.0,1379.43,NRIC,2881
1821505,2025-10-30,503.1,512.0,503.1,506.0,37178,18886889.1,507.0,579.0,471.0,2025-10-30 14:59:35.047912000,337,506.0,508.01,NABIL,131
1821511,2025-10-30,316.0,323.9,312.0,321.0,30393,9691715.8,319.0,464.1,308.7,2025-10-30 14:59:42.170283000,192,321.0,318.88,NICA,139
1821570,2025-10-30,1403.0,1403.0,1362.0,1382.9,89423,123216026.5,1375.5,1556.1,1136.0,2025-10-30 14:59:59.825555000,1002,1382.9,1377.9,HDL,235
1821590,2025-10-30,870.0,870.0,854.0,864.1,15926,13731150.8,856.0,1107.0,762.5,2025-10-30 14:59:29.372644000,160,864.1,862.18,NTC,307
1821795,2025-10-30,1373.0,1423.9,1330.1,1380.0,245406,341036207.7,1369.0,1842.0,722.0,2025-10-30 14:59:59.281812000,1239,1380.0,1389.68,NRIC,2881
1822023,2025-11-02,516.1,516.1,508.0,511.1,33330,17040192.6,506.0,579.0,471.0,2025-11-02 14:58:58.480624000,357,511.1,511.26,NABIL,131
1822029,2025-11-02,327.4,327.5,320.2,323.9,68588,22212479.3,321.0,464.1,308.7,2025-11-02 14:58:25.089362000,311,323.9,323.85,NICA,139
1822088,2025-11-02,1410.5,1410.5,1384.0,1397.0,120580,168685144.5,1382.9,1556.1,1136.0,2025-11-02 14:59:50.853493000,1155,1397.0,1398.95,HDL,235
1822108,2025-11-02,865.0,881.3,860.1,877.0,14615,12788944.0,864.1,1107.0,762.5,2025-11-02 14:59:56.511378000,205,877.0,875.06,NTC,307
1822313,2025-11-02,1407.6,1415.0,1352.5,1390.0,142016,197535694.1,1380.0,1842.0,722.0,2025-11-02 14:59:59.378810000,746,1390.0,1390.94,NRIC,2881
1822541,2025-11-03,515.0,517.0,510.1,513.1,32079,16515996.3,511.1,579.0,471.0,2025-11-03 14:59:58.884495000,319,513.1,514.85,NABIL,131
1822547,2025-11-03,324.0,330.0,321.2,324.0,43294,14103738.8,323.9,464.1,308.7,2025-11-03 14:59:20.480649000,234,324.0,325.77,NICA,139
1822606,2025-11-03,1398.5,1408.0,1390.0,1390.0,76265,106669291.8,1397.0,1556.1,1136.0,2025-11-03 14:59:45.538513000,816,1390.0,1398.67,HDL,235
1822626,2025-11-03,876.0,881.8,864.1,880.0,24545,21513252.6,877.0,1107.0,762.5,2025-11-03 14:59:57.747462000,231,880.0,876.48,NTC,307
1822831,2025-11-03,1365.0,1407.0,1365.0,1379.0,86270,119015339.8,1390.0,1842.0,722.0,2025-11-03 14:59:59.214614000,548,1379.0,1379.57,NRIC,2881
1823059,2025-11-04,515.0,517.9,511.1,511.1,27560,14170430.6,513.1,579.0,471.0,2025-11-04 14:59:52.162047000,229,511.1,514.17,NABIL,131
1823065,2025-11-04,324.0,328.0,320.0,321.0,38008,12279041.4,324.0,464.1,308.7,2025-11-04 14:59:55.425764000,189,321.0,323.06,NICA,139
1823124,2025-11-04,1390.0,1400.0,1370.0,1377.0,95630,132320385.2,1390.0,1556.1,1136.0,2025-11-04 14:59:55.513403000,981,1377.0,1383.67,HDL,235
1823144,2025-11-04,875.0,885.0,875.0,876.9,19494,17127438.2,880.0,1107.0,762.5,2025-11-04 14:59:51.077258000,170,876.9,878.6,NTC,307
1823349,2025-11-04,1381.0,1390.0,1337.0,1349.8,122998,166472545.0,1379.0,1842.0,722.0,2025-11-04 14:59:57.388695000,658,1349.8,1353.46,NRIC,2881
1823578,2025-11-05,513.0,516.9,508.0,513.1,27044,13853498.0,511.1,579.0,471.0,2025-11-05 14:59:51.682891000,230,513.1,512.26,NABIL,131
1823584,2025-11-05,322.0,325.0,319.1,322.5,28471,9159963.8,321.0,464.1,308.7,2025-11-05 14:59:12.206204000,160,322.5,321.73,NICA,139
1823643,2025-11-05,1404.5,1404.5,1370.0,1382.0,237258,327029175.1,1377.0,1556.1,1136.0,2025-11-05 14:59:59.382245000,2195,1382.0,1378.37,HDL,235
1823663,2025-11-05,876.9,881.0,871.0,878.9,20336,17826892.0,876.9,1107.0,762.5,2025-11-05 14:59:58.547763000,176,878.9,876.62,NTC,307
1823868,2025-11-05,1349.0,1387.0,1335.0,1360.0,80339,108204679.2,1349.8,1842.0,722.0,2025-11-05 14:59:59.226125000,493,1360.0,1346.85,NRIC,2881
1824098,2025-11-06,515.0,517.0,506.7,507.3,46224,23608561.1,513.1,579.0,471.0,2025-11-06 14:59:50.888133000,406,507.3,510.74,NABIL,131
1824104,2025-11-06,322.0,326.9,320.5,322.0,31827,10313274.6,322.5,464.1,308.7,2025-11-06 14:59:54.166797000,241,322.0,324.04,NICA,139
1824163,2025-11-06,1174.7,1215.0,1170.0,1186.0,234436,278516389.8,1151.67,1556.1,1136.0,2025-11-06 14:59:59.470671000,2931,1186.0,1188.03,HDL,235
1824183,2025-11-06,862.0,880.0,862.0,873.0,14216,12464386.3,878.9,1107.0,762.5,2025-11-06 14:59:50.758576000,169,873.0,876.79,NTC,307
1824388,2025-11-06,1333.1,1384.0,1330.0,1350.0,52309,70220358.6,1360.0,1842.0,722.0,2025-11-06 14:59:58.818524000,419,1350.0,1342.41,NRIC,2881
1824620,2025-11-09,510.0,514.9,507.0,508.5,39600,20165989.7,507.3,579.0,471.0,2025-11-09 14:59:39.361136000,355,508.5,509.24,NABIL,131
1824626,2025-11-09,320.0,320.0,315.0,316.2,57077,18076491.1,322.0,464.1,308.7,2025-11-09 14:59:34.793107000,288,316.2,316.7,NICA,139
1824685,2025-11-09,1189.0,1194.0,1170.5,1170.5,83613,98481688.2,1186.0,1556.1,1136.0,2025-11-09 14:59:57.949145000,1139,1170.5,1177.83,HDL,235
1824705,2025-11-09,874.0,886.0,865.4,870.0,15841,13807792.8,873.0,1107.0,762.5,2025-11-09 14:59:23.456436000,155,870.0,871.65,NTC,307
1824910,2025-11-09,1323.0,1371.6,1304.0,1364.0,174900,235334922.9,1350.0,1842.0,722.0,2025-11-09 14:59:59.058650000,769,1364.0,1345.54,NRIC,2881
1825143,2025-11-10,509.0,510.0,506.0,509.0,49391,25118841.2,508.5,579.0,471.0,2025-11-10 14:58:52.896831000,293,509.0,508.57,NABIL,131
1825149,2025-11-10,316.0,319.9,311.0,315.9,46722,14658851.6,316.2,464.1,308.7,2025-11-10 14:59:56.159564000,267,315.9,313.75,NICA,139
1825208,2025-11-10,1184.0,1184.0,1156.0,1160.0,43436,50536214.9,1170.5,1556.1,1136.0,2025-11-10 14:59:59.660470000,759,1160.0,1163.46,HDL,235
1825228,2025-11-10,861.5,875.0,861.5,870.0,6316,5489386.4,870.0,1107.0,762.5,2025-11-10 14:59:53.918979000,100,870.0,869.12,NTC,307
1825433,2025-11-10,1391.2,1391.2,1337.7,1358.0,95225,129771933.4,1364.0,1842.0,722.0,2025-11-10 14:59:59.844899000,527,1358.0,1362.79,NRIC,2881
1825667,2025-11-11,510.0,510.0,505.3,507.9,21898,11118916.7,509.0,572.0,471.0,2025-11-11 14:59:50.531745000,258,507.9,507.76,NABIL,131
1825673,2025-11-11,319.0,319.0,311.5,312.2,42493,13305285.5,315.9,464.1,308.7,2025-11-11 14:59:45.880430000,230,312.2,313.12,NICA,139
1825732,2025-11-11,1161.0,1165.0,1150.1,1159.0,31193,36079554.0,1160.0,1556.1,1136.0,2025-11-11 14:59:54.739348000,511,1159.0,1156.66,HDL,235
1825752,2025-11-11,887.4,887.4,863.0,868.0,4671,4055554.0,870.0,1053.0,762.5,2025-11-11 14:58:11.453974000,99,868.0,868.24,NTC,307
1825957,2025-11-11,1365.0,1369.0,1338.0,1338.0,24930,33545061.7,1358.0,1842.0,722.0,2025-11-11 14:59:59.947177000,262,1338.0,1345.57,NRIC,2881
1826195,2025-11-12,508.0,508.9,504.0,504.0,29577,14939381.3,507.9,570.0,471.0,2025-11-12 14:59:30.591884000,350,504.0,505.1,NABIL,131
1826201,2025-11-12,312.4,316.4,311.5,311.8,31341,9803660.5,312.2,464.1,308.7,2025-11-12 14:58:37.501550000,216,311.8,312.81,NICA,139
1826260,2025-11-12,1182.1,1182.1,1151.0,1152.0,28879,33351766.1,1159.0,1556.1,1136.0,2025-11-12 14:59:59.545340000,440,1152.0,1154.88,HDL,235
1826280,2025-11-12,875.0,875.0,852.6,855.0,9857,8440519.5,868.0,1053.0,762.5,2025-11-12 14:59:50.320991000,146,855.0,856.3,NTC,307
1826485,2025-11-12,1313.0,1357.0,1313.0,1318.0,51200,67918945.8,1338.0,1842.0,722.0,2025-11-12 14:59:58.639867000,339,1318.0,1326.54,NRIC,2881
1826723,2025-11-13,505.1,505.1,502.0,503.0,32775,16502822.2,504.0,570.0,471.0,2025-11-13 14:59:56.220545000,334,503.0,503.52,NABIL,131
1826729,2025-11-13,312.0,314.0,308.2,308.9,46844,14500379.0,311.8,453.0,308.2,2025-11-13 14:59:54.347261000,302,308.9,309.55,NICA,139
1826788,2025-11-13,1135.0,1142.0,1118.0,1125.3,123142,139170063.7,1152.0,1556.1,1118.0,2025-11-13 14:59:59.274643000,1395,1125.3,1130.16,HDL,235
1826808,2025-11-13,852.6,862.8,852.6,856.0,5299,4537984.8,855.0,1053.0,762.5,2025-11-13 14:59:55.677266000,97,856.0,856.39,NTC,307
1827013,2025-11-13,1291.8,1348.4,1291.8,1310.0,58512,77381389.9,1318.0,1842.0,722.0,2025-11-13 14:59:59.909147000,439,1310.0,1322.49,NRIC,2881
1827252,2025-11-16,503.0,506.9,501.0,503.5,31462,15877157.7,503.0,570.0,471.0,2025-11-16 14:59:57.518803000,265,503.5,504.65,NABIL,131
1827258,2025-11-16,308.9,312.0,307.2,308.3,25022,7714727.8,308.9,447.0,307.2,2025-11-16 14:59:27.517363000,211,308.3,308.32,NICA,139
1827317,2025-11-16,1147.8,1147.8,1118.1,1124.0,30268,34037255.8,1125.3,1556.1,1118.0,2025-11-16 14:59:44.447617000,509,1124.0,1124.53,HDL,235
1827337,2025-11-16,872.3,872.3,851.0,855.0,3867,3306213.6,856.0,1053.0,762.5,2025-11-16 14:59:35.573810000,100,855.0,854.98,NTC,307
1827542,2025-11-16,1336.2,1363.0,1284.0,1334.0,158918,213522895.8,1310.0,1842.0,722.0,2025-11-16 14:59:59.382789000,702,1334.0,1343.6,NRIC,2881
1827782,2025-11-17,504.0,509.9,504.0,508.0,24130,12232442.7,503.5,569.1,471.0,2025-11-17 14:59:52.357320000,251,508.0,506.94,NABIL,131
1827788,2025-11-17,308.0,310.0,307.0,307.5,43796,13479927.8,308.3,444.0,307.0,2025-11-17 14:59:38.239882000,288,307.5,307.79,NICA,139
1827847,2025-11-17,1134.0,1134.0,1112.2,1118.9,53474,60015066.3,1124.0,1556.1,1112.2,2025-11-17 14:59:58.455480000,649,1118.9,1122.32,HDL,235
1827867,2025-11-17,855.0,858.0,845.0,856.0,6117,5214542.3,855.0,1053.0,762.5,2025-11-17 14:59:19.473274000,114,856.0,852.47,NTC,307
1828072,2025-11-17,1360.6,1360.6,1309.0,1316.0,54529,72413631.7,1334.0,1842.0,722.0,2025-11-17 14:59:59.708056000,298,1316.0,1327.98,NRIC,2881
