totalQuantity,totalOrder,securityId,symbol,securityName,side,captured_utc
612529,5,9174,PRSF,Prabhu Smart Fund,demand,2026-08-18T07:24:16+00:00
826865,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-18T07:24:16+00:00
642549,6,9174,PRSF,Prabhu Smart Fund,demand,2026-08-18T08:03:47+00:00
901965,7,9174,PRSF,Prabhu Smart Fund,supply,2026-08-18T08:03:47+00:00
638549,6,9174,PRSF,Prabhu Smart Fund,demand,2026-08-18T08:55:03+00:00
934654,7,9174,PRSF,Prabhu Smart Fund,supply,2026-08-18T08:55:03+00:00
164225,6,9174,PRSF,Prabhu Smart Fund,supply,2026-08-19T05:50:47+00:00
665965,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-19T06:37:15+00:00
670465,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-19T07:24:59+00:00
676450,10,9174,PRSF,Prabhu Smart Fund,supply,2026-08-19T08:03:50+00:00
676450,10,9174,PRSF,Prabhu Smart Fund,supply,2026-08-19T08:56:19+00:00
327805,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-20T05:50:21+00:00
826545,7,9174,PRSF,Prabhu Smart Fund,supply,2026-08-20T06:38:35+00:00
826645,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-20T07:27:25+00:00
826645,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-20T08:05:49+00:00
827745,10,9174,PRSF,Prabhu Smart Fund,supply,2026-08-20T08:58:02+00:00
652830,6,9174,PRSF,Prabhu Smart Fund,supply,2026-08-21T05:51:34+00:00
617830,5,9174,PRSF,Prabhu Smart Fund,supply,2026-08-21T06:38:56+00:00
617830,5,9174,PRSF,Prabhu Smart Fund,supply,2026-08-21T07:28:46+00:00
618230,5,9174,PRSF,Prabhu Smart Fund,supply,2026-08-21T08:05:50+00:00
696330,7,9174,PRSF,Prabhu Smart Fund,supply,2026-08-21T08:59:40+00:00
767527,7,9174,PRSF,Prabhu Smart Fund,supply,2026-08-24T05:57:25+00:00
797627,7,9174,PRSF,Prabhu Smart Fund,supply,2026-08-24T06:49:03+00:00
566800,9,9174,PRSF,Prabhu Smart Fund,demand,2026-08-24T07:44:18+00:00
797727,5,9174,PRSF,Prabhu Smart Fund,supply,2026-08-24T07:44:18+00:00
575000,9,9174,PRSF,Prabhu Smart Fund,demand,2026-08-24T08:11:23+00:00
995627,10,9174,PRSF,Prabhu Smart Fund,supply,2026-08-24T08:11:23+00:00
545000,7,9174,PRSF,Prabhu Smart Fund,demand,2026-08-24T09:06:27+00:00
1015727,8,9174,PRSF,Prabhu Smart Fund,supply,2026-08-24T09:06:27+00:00
933955,9,9174,PRSF,Prabhu Smart Fund,supply,2026-08-25T05:51:26+00:00
25,1,9180,NMBD89/90,NMB Debenture 10.75%-2089/90,demand,2026-08-11T09:15:38+00:00
25,1,9180,NMBD89/90,NMB Debenture 10.75%-2089/90,supply,2026-08-11T09:15:38+00:00
1498271,10,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-18T07:24:16+00:00
1428148,9,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-18T08:03:47+00:00
